date,total_precip,avg_temp,max_temp,min_temp,avg_humidity,avg_wind_speed,sunshine,solar_rad,avg_cloud
2024-06-01,0.0,20.9,26.3,17.4,75.0,2.6,7.0,22.22,9.3
2024-06-02,45.5,18.7,24.6,16.2,88.0,2.3,2.9,13.72,9.5
2024-06-03,25.5,18.3,24.3,15.0,88.0,2.2,2.4,13.01,9.0
2024-06-04,,19.5,25.5,14.8,75.0,2.5,7.8,22.0,5.0
2024-06-05,,21.4,27.4,16.4,64.0,2.7,11.9,28.99,3.0
2024-06-06,,22.0,27.0,18.1,72.0,3.0,3.8,15.79,8.0
2024-06-07,,22.1,26.7,18.1,67.0,2.7,5.1,19.64,6.0
2024-06-08,,22.8,28.2,17.4,66.0,2.7,11.8,29.16,5.0
2024-06-09,0.5,22.4,25.7,19.9,76.0,3.6,0.2,12.88,10.0
2024-06-10,17.0,20.7,24.7,17.4,85.0,2.4,0.7,11.06,10.0
2024-06-11,,24.0,29.0,19.5,73.0,3.2,12.8,27.88,9.0
2024-06-12,0.0,24.6,30.1,20.0,74.0,3.1,10.4,25.39,4.8
2024-06-13,,22.6,25.4,20.0,81.0,2.0,1.6,7.6,8.5
2024-06-14,,25.9,31.7,19.5,67.0,2.7,12.7,28.7,0.0
2024-06-15,0.5,24.8,29.9,20.9,75.0,2.8,8.0,25.18,7.5
2024-06-16,5.5,23.7,28.7,19.7,86.0,2.5,6.8,21.6,6.8
2024-06-17,0.0,26.0,30.5,22.5,75.0,2.1,4.6,14.89,10.0
2024-06-18,98.0,19.2,22.5,18.0,100.0,2.0,0.0,1.62,10.0
2024-06-19,,23.5,29.5,17.2,72.0,2.7,13.3,29.75,2.8
2024-06-20,,24.4,28.4,20.8,75.0,3.2,6.2,19.52,8.5
2024-06-21,44.0,20.1,23.3,17.3,94.0,2.8,0.0,2.74,8.5
2024-06-22,0.0,23.9,30.0,16.8,67.0,3.3,8.5,22.82,7.5
2024-06-23,29.5,21.6,24.2,20.0,95.0,2.3,0.1,5.08,10.0
2024-06-24,,26.7,33.4,21.0,81.0,2.1,6.5,23.07,8.3
2024-06-25,0.0,27.8,31.8,24.5,76.0,2.0,1.3,15.79,8.5
2024-06-26,0.0,26.9,31.4,24.6,73.0,2.6,2.4,14.45,10.0
2024-06-27,0.0,25.4,29.8,23.0,70.0,3.2,5.1,18.91,9.8
2024-06-28,82.5,22.0,23.8,20.0,98.0,1.9,0.0,3.6,10.0
2024-06-29,0.0,23.7,29.0,20.7,87.0,2.0,3.8,14.62,7.0
2024-06-30,1.5,25.9,29.0,22.8,84.0,3.8,0.4,10.64,10.0
2024-07-01,12.5,26.3,29.4,24.6,89.0,4.8,0.1,7.81,9.8
2024-07-02,0.0,27.3,31.4,24.1,80.0,2.3,2.2,14.64,10.0
2024-07-03,0.0,27.7,33.3,23.6,77.0,2.6,7.2,22.13,9.0
2024-07-04,,29.3,35.0,25.0,75.0,2.7,9.1,22.89,5.0
2024-07-05,,30.2,35.5,26.2,70.0,2.7,13.2,27.73,1.3
2024-07-06,36.0,28.1,34.2,23.9,84.0,2.1,7.5,19.5,10.0
2024-07-07,,28.9,34.4,24.2,84.0,2.1,9.9,25.49,9.0
2024-07-08,,30.9,36.0,26.1,73.0,2.3,11.3,25.63,8.3
2024-07-09,0.0,30.1,34.5,26.2,72.0,2.8,6.4,17.22,8.8
2024-07-10,0.0,29.5,33.7,26.6,70.0,3.7,4.3,15.88,8.5
2024-07-11,0.5,27.8,29.6,26.1,77.0,4.0,0.0,7.99,10.0
2024-07-12,13.5,24.4,26.9,22.4,93.0,1.8,0.0,5.25,10.0
2024-07-13,0.0,26.2,31.3,22.5,82.0,2.7,7.0,21.22,10.0
2024-07-14,12.5,25.4,28.8,23.7,95.0,1.8,0.4,6.99,10.0
2024-07-15,0.5,24.6,27.7,23.2,87.0,2.4,0.4,7.37,10.0
2024-07-16,11.5,23.9,27.3,22.2,90.0,1.8,0.1,7.03,10.0
2024-07-17,1.0,25.8,31.3,22.1,87.0,1.7,2.9,16.18,9.8
2024-07-18,0.0,28.4,33.4,24.4,77.0,2.3,7.4,23.01,10.0
2024-07-19,,30.0,34.5,26.0,72.0,3.0,5.2,20.12,9.3
2024-07-20,45.0,30.7,35.8,25.0,76.0,2.6,10.2,23.58,7.5
2024-07-21,20.0,29.1,34.6,24.6,79.0,2.7,11.0,25.4,6.8
2024-07-22,9.5,30.5,36.6,24.8,75.0,2.6,10.4,24.57,4.8
2024-07-23,,29.5,34.5,24.2,82.0,2.9,13.0,27.04,1.8
2024-07-24,0.0,30.1,36.0,24.9,69.0,2.2,8.5,18.43,7.0
2024-07-25,0.5,30.2,34.8,27.0,72.0,2.4,7.1,20.44,9.3
2024-07-26,0.0,30.1,35.6,26.1,73.0,2.4,6.9,22.95,9.0
2024-07-27,0.5,30.3,35.6,26.7,76.0,1.9,7.1,21.32,9.8
2024-07-28,,31.6,36.8,26.5,67.0,2.1,10.5,22.32,7.5
2024-07-29,,32.3,37.3,29.3,61.0,3.1,10.7,25.36,7.3
2024-07-30,0.5,30.8,36.1,27.8,68.0,2.3,4.0,11.32,7.5
2024-07-31,42.5,29.4,35.6,24.6,77.0,2.7,5.6,18.18,9.8
2024-08-01,,28.5,33.5,24.5,74.0,2.4,9.3,22.26,7.3
2024-08-02,,28.7,33.9,25.4,74.0,2.6,6.0,17.56,4.3
2024-08-03,,29.4,34.6,26.0,73.0,2.6,8.9,23.2,4.3
2024-08-04,,30.0,35.3,25.4,67.0,2.5,10.0,24.97,0.8
2024-08-05,,30.0,35.0,26.1,72.0,2.6,7.8,21.54,5.5
2024-08-06,,29.9,33.5,26.6,74.0,2.3,1.8,13.78,9.0
2024-08-07,76.5,28.9,34.6,23.9,80.0,2.6,4.6,15.75,9.3
2024-08-08,0.0,28.1,33.9,24.4,87.0,2.2,4.0,13.84,6.8
2024-08-09,,30.0,35.3,26.6,74.0,2.7,8.6,21.74,5.0
2024-08-10,,30.0,34.9,26.8,69.0,2.7,8.6,23.18,7.0
2024-08-11,,31.5,35.9,27.4,66.0,2.8,10.7,24.52,7.5
2024-08-12,,31.2,35.5,28.3,70.0,3.9,11.6,24.42,4.5
2024-08-13,,30.8,34.9,27.7,73.0,3.6,10.4,21.97,2.5
2024-08-14,0.0,30.4,34.7,27.4,74.0,2.7,4.9,16.32,6.0
2024-08-15,0.0,30.3,35.7,26.8,75.0,2.7,6.7,19.2,6.5
2024-08-16,90.0,26.7,29.1,25.2,95.0,4.2,0.0,4.21,10.0
2024-08-17,0.0,30.4,35.9,25.4,74.0,2.7,8.5,19.05,4.5
2024-08-18,0.0,29.7,34.0,26.9,82.0,2.5,4.9,14.69,8.8
2024-08-19,22.0,29.2,34.5,23.3,83.0,2.4,7.0,18.1,7.3
2024-08-20,0.5,28.3,34.7,23.5,81.0,2.4,8.2,19.91,9.3
2024-08-21,21.0,28.3,33.6,24.6,83.0,2.8,5.2,15.96,9.5
2024-08-22,16.0,27.5,30.5,25.1,91.0,3.1,2.1,10.7,10.0
2024-08-23,0.0,28.9,32.3,27.0,83.0,4.0,5.2,15.72,9.5
2024-08-24,1.0,29.4,34.4,25.4,80.0,3.2,7.9,20.21,6.8
2024-08-25,1.5,28.6,33.5,25.3,83.0,3.5,7.4,20.15,5.8
2024-08-26,,29.2,33.6,25.9,76.0,4.4,10.0,22.3,6.3
2024-08-27,30.0,27.7,31.5,24.5,85.0,4.7,4.0,15.11,9.8
2024-08-28,0.0,28.0,31.4,26.2,82.0,3.5,2.4,13.2,8.0
2024-08-29,23.0,27.1,31.4,25.4,89.0,2.7,1.5,10.52,8.5
2024-08-30,84.0,26.0,27.6,25.0,99.0,3.2,0.0,2.72,10.0
2024-08-31,15.5,27.1,31.1,24.7,95.0,3.6,1.6,11.15,10.0
2023-06-01,0.0,20.8,26.2,15.3,72.0,3.9,8.1,22.06,8.0
2023-06-02,168.5,21.3,23.8,19.7,99.0,3.9,0.0,3.02,10.0
2023-06-03,92.5,20.0,24.0,17.5,82.0,2.3,4.5,14.38,5.5
2023-06-04,,21.6,27.5,15.3,67.0,3.3,8.1,23.54,6.8
2023-06-05,,23.1,29.8,18.4,64.0,2.5,8.6,23.67,9.5
2023-06-06,3.0,20.7,25.1,17.0,78.0,2.9,0.8,11.89,9.3
2023-06-07,5.5,22.5,29.6,17.0,74.0,2.5,9.0,26.83,9.0
2023-06-08,1.0,23.1,28.7,18.5,73.0,3.2,6.6,20.37,9.0
2023-06-09,24.0,20.2,22.2,18.2,99.0,1.9,0.0,4.45,10.0
2023-06-10,0.0,22.4,26.0,19.7,87.0,2.3,0.6,12.11,10.0
2023-06-11,16.5,21.2,22.8,20.1,97.0,1.5,0.0,4.95,10.0
2023-06-12,12.5,21.3,22.5,20.5,100.0,1.6,0.0,3.13,10.0
2023-06-13,1.0,23.7,29.4,19.9,86.0,2.7,3.6,16.04,8.0
2023-06-14,3.5,23.6,25.8,21.4,87.0,2.4,0.0,8.25,10.0
2023-06-15,6.0,21.7,24.1,20.3,95.0,1.9,0.0,5.17,10.0
2023-06-16,1.5,24.6,30.7,19.7,66.0,3.2,12.0,27.45,4.8
2023-06-17,,25.4,30.9,18.8,59.0,3.0,13.3,28.44,1.0
2023-06-18,,25.7,31.1,21.2,72.0,2.5,10.3,23.16,6.8
2023-06-19,0.0,23.7,27.7,18.8,68.0,3.3,3.9,18.61,9.0
2023-06-20,0.0,22.5,27.0,18.9,68.0,2.8,5.5,21.22,7.5
2023-06-21,0.0,22.6,27.2,18.7,71.0,3.0,5.0,19.18,9.5
2023-06-22,5.0,19.9,22.6,16.7,84.0,2.3,0.0,6.2,10.0
2023-06-23,0.5,21.1,24.9,16.9,85.0,1.4,0.2,9.33,10.0
2023-06-24,,24.7,29.5,21.7,78.0,2.4,5.3,20.73,9.5
2023-06-25,,25.8,30.9,22.0,76.0,2.5,11.0,28.24,5.3
2023-06-26,,25.9,30.4,22.5,77.0,2.9,6.3,20.89,10.0
2023-06-27,0.0,25.9,29.6,23.6,82.0,2.2,0.6,12.73,9.8
2023-06-28,0.0,27.1,32.3,23.5,80.0,2.6,5.9,21.12,9.5
2023-06-29,3.0,27.3,33.8,23.4,78.0,2.2,7.5,21.79,8.8
2023-06-30,3.0,26.3,30.5,23.8,89.0,3.8,0.8,10.78,10.0
2023-07-01,13.5,25.3,27.8,21.5,93.0,3.3,0.4,8.55,10.0
2023-07-02,2.5,26.0,31.7,20.7,79.0,3.1,11.0,27.84,7.0
2023-07-03,,27.3,32.2,23.6,79.0,2.3,7.9,23.14,9.8
2023-07-04,1.0,25.9,30.6,21.3,75.0,3.0,6.6,20.97,6.3
2023-07-05,0.0,25.2,28.7,22.5,80.0,3.6,0.5,10.44,10.0
2023-07-06,13.0,26.4,33.4,22.0,82.0,2.6,5.6,20.99,6.8
2023-07-07,,28.4,34.2,23.8,71.0,3.3,10.6,25.5,8.5
2023-07-08,0.0,27.8,30.9,25.2,77.0,4.3,0.2,9.67,9.3
2023-07-09,0.0,28.6,33.0,25.1,78.0,3.4,2.7,15.6,8.0
2023-07-10,,30.2,36.5,25.7,72.0,3.0,11.4,26.71,2.8
2023-07-11,,29.4,34.3,25.3,74.0,2.9,12.4,26.96,1.0
2023-07-12,0.0,30.8,37.5,25.1,66.0,2.5,11.1,25.91,4.8
2023-07-13,0.0,28.0,30.3,24.2,67.0,2.4,0.1,8.49,9.8
2023-07-14,0.0,27.4,30.5,24.8,76.0,2.1,0.5,10.67,10.0
2023-07-15,0.0,28.8,32.9,26.5,73.0,3.6,1.2,13.77,10.0
2023-07-16,,30.2,35.3,26.7,71.0,3.0,12.1,27.7,5.5
2023-07-17,,31.3,36.2,26.9,64.0,3.0,13.1,27.87,0.0
2023-07-18,,31.8,37.5,27.3,59.0,2.5,11.2,24.99,4.5
2023-07-19,0.0,29.7,33.9,26.4,74.0,3.0,5.0,18.79,6.5
2023-07-20,,28.1,32.6,25.1,71.0,3.1,3.7,16.89,8.8
2023-07-21,0.0,27.2,31.6,24.0,71.0,2.9,5.0,16.73,8.0
2023-07-22,,27.2,33.4,24.1,70.0,2.7,5.8,19.79,8.3
2023-07-23,,27.7,33.4,22.5,66.0,2.6,12.6,27.52,0.8
2023-07-24,,28.5,35.7,23.5,70.0,3.2,13.1,27.86,6.5
2023-07-25,,29.8,36.6,24.2,65.0,2.7,13.2,27.75,2.5
2023-07-26,,31.0,37.7,25.6,59.0,2.7,13.0,26.55,1.8
2023-07-27,,30.6,36.9,26.4,65.0,3.1,11.0,25.18,3.3
2023-07-28,,30.4,36.2,26.7,69.0,3.4,12.4,26.66,3.5
2023-07-29,,30.0,35.7,25.8,67.0,3.7,13.3,27.9,0.5
2023-07-30,,30.3,36.6,25.7,69.0,3.5,13.1,27.44,0.3
2023-07-31,,30.7,36.1,27.5,69.0,4.0,10.6,25.68,6.3
2023-08-01,12.5,26.0,33.2,22.2,88.0,2.5,1.4,8.02,10.0
2023-08-02,,28.9,34.7,24.0,75.0,3.7,11.1,25.99,5.0
2023-08-03,,30.2,35.0,26.3,69.0,4.0,11.4,25.35,2.8
2023-08-04,,31.3,36.7,26.8,65.0,3.0,12.5,26.66,1.8
2023-08-05,,30.4,35.9,27.7,71.0,4.3,11.0,25.58,2.8
2023-08-06,4.0,28.6,34.8,26.3,81.0,4.1,7.0,21.2,6.5
2023-08-07,0.0,29.4,34.9,25.9,76.0,3.7,7.5,21.38,9.0
2023-08-08,1.0,30.1,35.9,26.7,74.0,3.3,6.4,19.59,7.3
2023-08-09,8.0,28.2,31.8,26.5,90.0,3.7,1.8,12.29,9.8
2023-08-10,0.0,29.5,34.4,26.3,73.0,3.6,9.4,24.48,4.8
2023-08-11,0.0,29.5,35.0,26.2,72.0,3.1,8.1,21.29,5.8
2023-08-12,,29.7,35.5,26.2,71.0,2.5,8.2,21.25,5.3
2023-08-13,48.5,27.4,32.9,25.8,94.0,2.2,1.5,10.71,9.8
2023-08-14,22.5,28.6,32.9,26.1,88.0,3.0,5.5,16.57,9.5
2023-08-15,14.5,28.6,32.8,25.7,85.0,4.2,5.1,17.29,9.3
2023-08-16,4.5,28.1,32.2,25.5,86.0,4.6,3.9,15.13,9.8
2023-08-17,,29.9,34.5,26.8,77.0,3.6,8.0,20.64,5.3
2023-08-18,,30.0,34.6,26.7,77.0,3.2,11.0,24.71,2.5
2023-08-19,0.0,30.3,35.7,26.2,76.0,2.4,9.3,23.15,5.5
2023-08-20,,30.3,35.3,27.2,73.0,2.4,9.0,19.61,8.3
2023-08-21,0.0,29.8,34.8,26.3,76.0,2.6,7.0,16.12,4.8
2023-08-22,10.5,28.6,32.1,26.6,87.0,2.4,2.2,9.69,7.8
2023-08-23,2.0,29.4,34.1,26.1,82.0,4.0,7.8,22.24,8.5
2023-08-24,0.0,29.5,34.1,27.2,79.0,3.9,6.4,17.13,6.8
2023-08-25,,29.6,34.4,26.5,74.0,3.8,9.4,18.16,2.0
2023-08-26,3.5,28.1,33.4,25.5,81.0,2.0,3.7,11.73,5.3
2023-08-27,1.0,28.0,32.4,25.5,78.0,2.3,4.5,16.13,6.8
2023-08-28,,29.2,34.6,25.3,74.0,2.8,3.9,14.91,10.0
2023-08-29,,29.4,35.0,26.1,74.0,3.4,9.5,20.75,3.0
2023-08-30,,29.6,34.6,25.7,74.0,3.5,10.3,21.09,7.3
2023-08-31,,29.0,34.1,26.0,74.0,4.3,8.5,20.68,10.0
2022-06-01,0.0,21.8,27.1,17.3,60.0,2.6,8.2,23.33,10.0
2022-06-02,,22.5,28.1,17.6,70.0,3.8,10.2,24.78,2.3
2022-06-03,5.0,20.6,27.2,17.3,83.0,2.5,5.1,16.36,6.8
2022-06-04,,20.3,25.6,15.8,68.0,3.0,10.5,26.14,5.3
2022-06-05,0.0,21.5,26.2,18.2,76.0,2.9,4.2,17.39,10.0
2022-06-06,43.5,16.6,18.4,15.7,97.0,3.2,0.0,3.47,10.0
2022-06-07,3.5,16.8,19.8,15.3,90.0,2.7,0.2,8.28,10.0
2022-06-08,0.0,17.2,20.5,14.7,82.0,2.6,0.8,10.08,10.0
2022-06-09,0.0,19.1,24.7,15.9,83.0,2.4,4.8,15.49,8.3
2022-06-10,0.0,21.2,25.2,18.0,78.0,2.6,1.7,14.66,9.3
2022-06-11,0.5,21.9,25.4,19.4,80.0,2.7,0.2,12.7,10.0
2022-06-12,0.5,21.4,26.6,18.0,72.0,2.7,5.6,18.1,7.0
2022-06-13,,21.2,27.4,17.0,53.0,3.5,9.5,25.84,9.0
2022-06-14,0.5,17.3,18.6,15.4,80.0,3.2,0.0,3.42,10.0
2022-06-15,3.0,16.9,18.7,15.1,95.0,1.7,0.0,5.57,10.0
2022-06-16,,20.3,24.1,17.3,87.0,1.4,0.1,9.08,10.0
2022-06-17,,22.8,28.0,19.1,83.0,1.6,4.0,15.53,8.8
2022-06-18,2.5,22.7,25.9,19.9,90.0,1.7,0.0,8.41,9.8
2022-06-19,,24.0,28.9,19.5,83.0,2.6,12.1,25.28,6.3
2022-06-20,,25.1,30.3,21.4,81.0,2.1,5.1,19.41,9.8
2022-06-21,0.5,25.2,30.1,22.2,80.0,2.4,2.6,15.1,9.0
2022-06-22,4.5,23.8,28.6,21.4,87.0,2.5,0.6,10.58,10.0
2022-06-23,0.0,23.5,26.2,21.6,87.0,2.4,0.1,5.48,10.0
2022-06-24,,27.5,32.6,22.9,75.0,5.6,7.7,22.05,7.3
2022-06-25,,30.0,35.4,25.9,67.0,5.3,12.4,28.48,0.8
2022-06-26,,29.6,36.2,25.7,61.0,4.0,11.4,27.44,2.3
2022-06-27,,29.5,35.7,24.1,65.0,2.5,11.8,26.42,5.5
2022-06-28,,29.2,35.1,24.8,71.0,2.5,13.0,27.83,3.8
2022-06-29,,29.4,35.4,25.3,71.0,2.8,12.5,28.26,8.0
2022-06-30,,30.8,36.4,25.3,66.0,2.7,13.2,27.75,5.0
2022-07-01,,30.4,37.0,25.4,68.0,2.7,11.5,26.6,0.5
2022-07-02,,29.5,35.2,25.4,72.0,2.9,10.6,25.47,5.0
2022-07-03,0.0,28.9,35.3,25.2,74.0,2.1,2.7,14.46,8.3
2022-07-04,3.5,26.5,29.3,24.4,81.0,2.0,0.1,8.02,9.3
2022-07-05,2.0,26.2,32.1,23.9,81.0,3.2,3.5,16.87,9.8
2022-07-06,0.0,26.0,31.1,23.6,82.0,3.5,1.0,10.78,9.5
2022-07-07,0.0,25.5,31.4,23.1,77.0,2.9,3.3,13.29,8.0
2022-07-08,,26.0,31.0,22.4,67.0,2.6,5.1,18.18,7.5
2022-07-09,,26.6,32.0,21.8,68.0,2.8,10.8,25.46,7.5
2022-07-10,0.0,27.4,31.8,24.3,75.0,4.0,7.3,21.36,6.8
2022-07-11,,28.1,34.4,24.9,75.0,2.9,7.3,19.99,8.0
2022-07-12,32.0,25.9,28.5,22.7,85.0,2.8,0.0,6.84,10.0
2022-07-13,53.0,23.7,25.2,22.6,98.0,2.2,0.0,4.21,10.0
2022-07-14,22.5,23.8,26.9,22.8,95.0,2.5,0.1,6.89,10.0
2022-07-15,61.5,23.8,25.3,23.0,99.0,2.0,0.0,3.97,10.0
2022-07-16,9.0,23.5,24.7,22.6,100.0,1.9,0.0,3.78,10.0
2022-07-17,1.5,25.4,29.8,22.1,89.0,3.0,5.5,18.0,7.3
2022-07-18,0.0,27.5,32.2,23.1,79.0,2.2,7.3,21.95,8.0
2022-07-19,0.0,27.4,31.6,25.6,83.0,3.1,0.4,10.45,10.0
2022-07-20,0.0,29.7,34.5,24.8,65.0,3.3,8.1,22.74,8.5
2022-07-21,0.0,28.1,32.8,25.0,74.0,3.6,6.3,20.32,9.8
2022-07-22,1.5,28.3,32.8,26.1,81.0,4.5,7.2,17.38,5.8
2022-07-23,,28.7,33.6,25.1,74.0,2.7,8.1,23.02,5.5
2022-07-24,,28.3,32.8,24.9,73.0,3.3,9.3,23.98,6.3
2022-07-25,0.0,29.2,33.5,25.5,73.0,4.3,11.2,25.72,6.3
2022-07-26,45.5,26.6,29.1,24.9,94.0,3.5,0.6,4.63,10.0
2022-07-27,,29.4,33.6,26.2,76.0,4.9,10.7,25.99,8.5
2022-07-28,1.0,28.8,32.9,25.5,80.0,3.7,8.3,21.92,7.3
2022-07-29,,29.1,33.9,24.6,76.0,3.2,11.7,25.77,6.3
2022-07-30,,29.9,34.5,26.5,75.0,2.7,8.9,23.62,6.8
2022-07-31,,30.8,35.0,27.2,74.0,2.4,9.5,24.06,3.5
2022-08-01,0.0,30.6,35.9,27.1,72.0,2.8,10.6,24.53,8.8
2022-08-02,0.0,31.6,35.9,27.6,71.0,2.5,10.7,24.78,9.8
2022-08-03,0.0,31.5,36.1,28.2,75.0,2.3,8.3,21.24,7.3
2022-08-04,18.0,24.6,29.7,22.2,89.0,2.7,0.0,3.46,10.0
2022-08-05,0.0,23.8,27.7,21.6,83.0,2.9,0.2,7.65,9.8
2022-08-06,,25.2,28.8,22.3,73.0,2.4,2.3,17.06,10.0
2022-08-07,0.0,27.6,33.0,24.4,80.0,2.2,2.5,14.45,8.3
2022-08-08,,29.8,33.9,26.2,75.0,4.5,9.2,22.52,4.8
2022-08-09,,30.9,35.7,27.7,69.0,5.5,11.9,25.5,6.8
2022-08-10,,30.5,35.3,27.5,70.0,5.3,12.1,25.99,6.0
2022-08-11,,29.5,34.3,26.8,75.0,5.4,10.1,22.9,6.0
2022-08-12,2.0,28.3,32.0,25.3,81.0,5.8,3.8,15.36,9.8
2022-08-13,47.5,25.5,28.6,23.8,94.0,4.8,0.2,4.53,10.0
2022-08-14,0.0,28.2,33.3,23.7,84.0,2.6,4.4,16.28,8.8
2022-08-15,,29.4,34.0,25.9,78.0,2.5,7.0,18.65,8.8
2022-08-16,0.0,31.0,36.4,27.9,70.0,4.8,7.7,20.5,8.3
2022-08-17,5.0,27.3,32.3,23.4,77.0,2.5,1.0,8.87,10.0
2022-08-18,13.0,26.8,31.1,23.7,81.0,2.8,3.8,8.74,6.0
2022-08-19,,27.5,32.5,22.7,62.0,3.4,10.6,23.52,3.0
2022-08-20,1.5,26.4,31.2,23.8,82.0,1.8,3.3,13.5,9.8
2022-08-21,1.0,26.0,29.0,23.8,87.0,2.1,1.1,8.96,10.0
2022-08-22,0.0,26.2,29.5,23.6,82.0,2.5,0.4,9.05,10.0
2022-08-23,,28.7,33.5,24.7,83.0,3.2,6.1,17.94,8.3
2022-08-24,2.0,27.8,32.7,22.6,79.0,2.9,3.8,12.86,10.0
2022-08-25,0.0,25.7,29.3,23.0,77.0,2.0,0.4,9.83,10.0
2022-08-26,3.5,27.0,31.3,24.2,89.0,2.1,0.4,10.05,10.0
2022-08-27,0.0,29.0,33.9,26.5,80.0,3.3,8.1,19.87,5.5
2022-08-28,5.0,23.7,28.1,21.4,87.0,3.0,0.2,4.58,9.8
2022-08-29,0.5,23.3,28.0,18.6,69.0,2.8,4.4,15.45,8.0
2022-08-30,5.0,22.8,26.2,20.2,88.0,1.9,0.0,10.12,10.0
2022-08-31,1.0,27.1,32.5,22.3,85.0,3.2,5.8,17.46,8.8
2021-06-01,0.5,20.1,25.7,15.1,74.0,3.1,9.5,25.87,5.0
2021-06-02,,22.0,26.4,19.0,70.0,3.0,3.0,15.24,10.0
2021-06-03,3.0,22.1,27.4,18.1,73.0,3.2,7.8,23.23,8.0
2021-06-04,23.0,21.0,23.9,19.3,97.0,5.2,0.0,2.75,10.0
2021-06-05,0.0,22.1,26.7,19.1,77.0,2.9,3.4,18.39,10.0
2021-06-06,0.5,21.7,24.0,19.5,83.0,1.8,0.3,9.1,10.0
2021-06-07,0.0,23.4,29.7,19.7,71.0,2.0,3.9,15.89,9.5
2021-06-08,0.0,24.8,31.4,18.8,64.0,2.2,9.0,22.35,6.8
2021-06-09,,24.5,31.1,19.5,55.0,2.8,13.1,28.67,1.5
2021-06-10,,24.1,30.7,19.0,64.0,2.7,13.2,28.59,0.8
2021-06-11,,23.7,29.4,20.6,68.0,3.4,9.6,24.17,9.5
2021-06-12,,23.3,28.1,19.5,73.0,3.7,4.8,18.76,8.5
2021-06-13,0.0,24.3,28.1,21.2,68.0,2.7,3.2,15.8,10.0
2021-06-14,3.5,21.0,23.7,19.0,92.0,2.2,0.0,9.24,10.0
2021-06-15,1.0,23.4,29.5,18.8,80.0,2.5,7.2,21.64,7.0
2021-06-16,30.5,22.2,24.9,20.6,87.0,2.3,0.0,8.11,10.0
2021-06-17,3.5,21.8,26.7,18.9,77.0,2.7,4.8,16.11,8.3
2021-06-18,0.0,22.8,27.4,18.5,69.0,3.0,7.9,23.15,10.0
2021-06-19,12.0,20.3,23.1,19.2,95.0,2.9,0.0,4.89,10.0
2021-06-20,14.5,22.8,28.6,19.5,85.0,2.4,1.0,12.54,10.0
2021-06-21,,22.9,27.9,19.6,74.0,2.6,5.3,20.47,7.3
2021-06-22,,23.1,28.6,19.1,76.0,2.9,3.2,18.2,8.5
2021-06-23,1.5,22.0,25.6,20.6,82.0,2.2,0.1,7.45,10.0
2021-06-24,0.0,22.8,27.2,19.1,78.0,2.8,3.3,15.75,8.8
2021-06-25,19.0,23.3,27.5,20.7,79.0,2.7,3.9,15.28,8.8
2021-06-26,0.0,24.2,28.4,20.5,74.0,2.0,4.0,16.06,10.0
2021-06-27,0.0,23.7,26.7,21.6,78.0,2.1,0.8,9.81,10.0
2021-06-28,0.0,24.4,29.6,20.1,73.0,2.5,7.8,20.74,7.5
2021-06-29,53.0,21.9,28.4,18.8,90.0,2.9,1.5,11.96,9.5
